,,group,reference,name,stat,meanchange,pval,padj,cell_type
CD4 Effector Memory,208,Canertinib,DMSO control,Estrogen,-2.348189882695343,-0.04535426423671307,0.01886490134388526,0.020316047601107202,CD4 Effector Memory
CD4 Effector Memory,209,Canertinib,DMSO control,Androgen,1.2378097564043014,0.02467410160968475,0.21578660998423882,0.21578660998423882,CD4 Effector Memory
CD4 Effector Memory,210,Afatinib,DMSO control,TNFa,11.222677067929371,0.21201516954155775,3.155703933845549e-29,4.417985507383769e-28,CD4 Effector Memory
CD4 Effector Memory,211,Afatinib,DMSO control,NFkB,10.95418896571818,0.23207445345372024,6.344412590537834e-28,4.441088813376484e-27,CD4 Effector Memory
CD4 Effector Memory,212,Afatinib,DMSO control,WNT,6.699421448884229,0.10436337177688437,2.0924630864561768e-11,9.764827736795492e-11,CD4 Effector Memory
CD4 Effector Memory,213,Afatinib,DMSO control,VEGF,-6.2014505333024905,-0.13450189595689643,5.594510527122261e-10,1.9580786844927912e-09,CD4 Effector Memory
CD4 Effector Memory,214,Afatinib,DMSO control,p53,6.0534409081108365,0.12265526946973937,1.4178409784231882e-09,3.9699547395849265e-09,CD4 Effector Memory
CD4 Effector Memory,215,Afatinib,DMSO control,JAK-STAT,5.889764667775616,0.15103202182905395,3.86745955800869e-09,9.024072302020278e-09,CD4 Effector Memory
CD4 Effector Memory,216,Afatinib,DMSO control,Hypoxia,5.527837002871756,0.13299478333031844,3.2420304689491105e-08,6.484060937898221e-08,CD4 Effector Memory
CD4 Effector Memory,217,Afatinib,DMSO control,EGFR,4.981338619580965,0.10563432493689406,6.31459324319883e-07,1.1050538175597953e-06,CD4 Effector Memory
CD4 Effector Memory,218,Afatinib,DMSO control,PI3K,2.698120415190987,0.06985640183818298,0.006973221214648345,0.010847233000564092,CD4 Effector Memory
CD4 Effector Memory,219,Afatinib,DMSO control,TGFb,1.7499252670165149,0.028571666932233508,0.08013121009380073,0.11218369413132101,CD4 Effector Memory
CD4 Effector Memory,220,Afatinib,DMSO control,Androgen,0.7654406029406943,0.011875254639512,0.4440092229024546,0.5651026473303967,CD4 Effector Memory
CD4 Effector Memory,221,Afatinib,DMSO control,MAPK,-0.60392000737604,-0.021120516859649552,0.5458968262585091,0.5817292427667156,CD4 Effector Memory
CD4 Effector Memory,222,Afatinib,DMSO control,Trail,0.5864032719175781,0.008301792525045204,0.5576045460839181,0.5817292427667156,CD4 Effector Memory
CD4 Effector Memory,223,Afatinib,DMSO control,Estrogen,-0.5508605935745363,-0.016548160642121612,0.5817292427667156,0.5817292427667156,CD4 Effector Memory
CD4 Effector Memory,224,Baricitinib,DMSO control,PI3K,13.54821859180038,0.29663453927589783,8.117630309323148e-42,1.1364682433052406e-40,CD4 Effector Memory
CD4 Effector Memory,225,Baricitinib,DMSO control,MAPK,11.688735054059581,0.2391254230267803,1.4553806656779108e-31,1.0187664659745375e-30,CD4 Effector Memory
CD4 Effector Memory,226,Baricitinib,DMSO control,EGFR,9.581303553093248,0.21134205850752696,9.582772035116827e-22,4.4719602830545195e-21,CD4 Effector Memory
CD4 Effector Memory,227,Baricitinib,DMSO control,JAK-STAT,-8.533804588415322,-0.20719397554805474,1.416119534929021e-17,4.956418372251574e-17,CD4 Effector Memory
CD4 Effector Memory,228,Baricitinib,DMSO control,TGFb,7.113281650562846,0.11765943857848479,1.1331569907761062e-12,3.1728395741730975e-12,CD4 Effector Memory
CD4 Effector Memory,229,Baricitinib,DMSO control,VEGF,6.539133299808189,0.1299585728391266,6.187635750756433e-11,1.443781675176501e-10,CD4 Effector Memory
CD4 Effector Memory,230,Baricitinib,DMSO control,Trail,-5.426808149182785,-0.09609187036680467,5.737073644231535e-08,1.147414728846307e-07,CD4 Effector Memory
CD4 Effector Memory,231,Baricitinib,DMSO control,Estrogen,4.21543504717591,0.07304695778338344,2.4929713774048247e-05,4.362699910458443e-05,CD4 Effector Memory
CD4 Effector Memory,232,Baricitinib,DMSO control,WNT,-4.107335321063128,-0.05661170886211586,4.002499541876946e-05,6.22611039847525e-05,CD4 Effector Memory
CD4 Effector Memory,233,Baricitinib,DMSO control,Hypoxia,-3.427947470411903,-0.08451076260494572,0.0006081631244520998,0.0008514283742329397,CD4 Effector Memory
CD4 Effector Memory,234,Baricitinib,DMSO control,p53,-2.587158736865749,-0.042443284663676195,0.009677100028982045,0.01231630912779533,CD4 Effector Memory
CD4 Effector Memory,235,Baricitinib,DMSO control,TNFa,2.0120177193654643,0.031004246368111943,0.04421806916040674,0.05158774735380787,CD4 Effector Memory
CD4 Effector Memory,236,Baricitinib,DMSO control,NFkB,1.3379633493644727,0.013809057840814543,0.1809083845269922,0.1948244141059916,CD4 Effector Memory
CD4 Effector Memory,237,Baricitinib,DMSO control,Androgen,1.0403315742772963,0.02815693898357463,0.2981858797994451,0.2981858797994451,CD4 Effector Memory
CD8 Effector Memory,0,Tofacitinib,DMSO control,NFkB,3.1131853837339922,0.07330291365812047,0.0018507972232409855,0.020836474981938337,CD8 Effector Memory
CD8 Effector Memory,1,Tofacitinib,DMSO control,MAPK,2.8240343206089893,0.0750663807037264,0.004742330644185019,0.020836474981938337,CD8 Effector Memory
CD8 Effector Memory,2,Tofacitinib,DMSO control,EGFR,2.768291004189382,0.08419821603147648,0.00563511148302167,0.020836474981938337,CD8 Effector Memory
CD8 Effector Memory,3,Tofacitinib,DMSO control,p53,2.7503436968230024,0.05553021831214844,0.005953278566268096,0.020836474981938337,CD8 Effector Memory
CD8 Effector Memory,4,Tofacitinib,DMSO control,TNFa,2.6231589669721087,0.05618122334184328,0.008711861368555522,0.020856707942501596,CD8 Effector Memory
CD8 Effector Memory,5,Tofacitinib,DMSO control,PI3K,2.6143940029094583,0.06626593926065624,0.00893858911821497,0.020856707942501596,CD8 Effector Memory
CD8 Effector Memory,6,Tofacitinib,DMSO control,JAK-STAT,-2.302681273030596,-0.06712985563339735,0.021296782612225316,0.04259356522445063,CD8 Effector Memory
CD8 Effector Memory,7,Tofacitinib,DMSO control,VEGF,1.7306398353967691,0.0426834546804753,0.08351602213171236,0.14615303873049662,CD8 Effector Memory
CD8 Effector Memory,8,Tofacitinib,DMSO control,Trail,1.0572911808589218,0.020797207985311816,0.29037871695132655,0.42143188741818166,CD8 Effector Memory
CD8 Effector Memory,9,Tofacitinib,DMSO control,WNT,1.0342425716571373,0.017454215088312464,0.3010227767272726,0.42143188741818166,CD8 Effector Memory
CD8 Effector Memory,10,Tofacitinib,DMSO control,Androgen,-0.9126228983539585,-0.022276977500696127,0.3614409069920397,0.4600156998080505,CD8 Effector Memory
CD8 Effector Memory,11,Tofacitinib,DMSO control,TGFb,0.46090262082884376,0.009420556781436884,0.6448684713685806,0.7523465499300107,CD8 Effector Memory
CD8 Effector Memory,12,Tofacitinib,DMSO control,Estrogen,-0.3471899653705427,-0.006888072875143703,0.7284486090027287,0.7844831173875539,CD8 Effector Memory
CD8 Effector Memory,13,Tofacitinib,DMSO control,Hypoxia,0.16778645491359429,0.001145329847565435,0.8667512788412977,0.8667512788412977,CD8 Effector Memory
CD8 Effector Memory,14,Ruxolitinib,DMSO control,MAPK,10.311801440868528,0.266451287788251,6.232201069757567e-25,8.725081497660594e-24,CD8 Effector Memory
CD8 Effector Memory,15,Ruxolitinib,DMSO control,JAK-STAT,-9.507434405216298,-0.23686451484202253,1.954226613385486e-21,1.3679586293698402e-20,CD8 Effector Memory
CD8 Effector Memory,16,Ruxolitinib,DMSO control,EGFR,9.19062096158786,0.2610533181042538,3.905800676278256e-20,1.8227069822631862e-19,CD8 Effector Memory
CD8 Effector Memory,17,Ruxolitinib,DMSO control,PI3K,8.520853185893605,0.2229983001260837,1.5838220239792745e-17,5.543377083927461e-17,CD8 Effector Memory
CD8 Effector Memory,18,Ruxolitinib,DMSO control,TNFa,3.2294183271211554,0.07106333898541939,0.0012404230565352557,0.0034731845582987157,CD8 Effector Memory
CD8 Effector Memory,19,Ruxolitinib,DMSO control,p53,2.954970552200802,0.06042026788652599,0.0031269889627910026,0.007296307579845673,CD8 Effector Memory
CD8 Effector Memory,20,Ruxolitinib,DMSO control,TGFb,2.831636286389438,0.054056456797353464,0.004631049326260765,0.00926209865252153,CD8 Effector Memory
CD8 Effector Memory,21,Ruxolitinib,DMSO control,NFkB,2.008153600876048,0.059169751761817935,0.04462697185542826,0.07809720074699945,CD8 Effector Memory
CD8 Effector Memory,22,Ruxolitinib,DMSO control,Hypoxia,-1.8595253585169298,-0.06372413554401035,0.06295270826052737,0.09455471407037173,CD8 Effector Memory
CD8 Effector Memory,23,Ruxolitinib,DMSO control,Estrogen,1.8058250152860684,0.041021690884048834,0.0709456767361815,0.09455471407037173,CD8 Effector Memory
CD8 Effector Memory,24,Ruxolitinib,DMSO control,Trail,-1.7848047684764103,-0.04223838377603406,0.07429298962672065,0.09455471407037173,CD8 Effector Memory
CD8 Effector Memory,25,Ruxolitinib,DMSO control,VEGF,0.2945737902358991,0.012028456099701934,0.7683194865377795,0.8963727342940762,CD8 Effector Memory
CD8 Effector Memory,26,Ruxolitinib,DMSO control,WNT,-0.031112287957499454,0.0004519547727614981,0.9751799900413387,0.9774028833290201,CD8 Effector Memory
CD8 Effector Memory,27,Ruxolitinib,DMSO control,Androgen,-0.028325072910914954,0.002831951793890397,0.9774028833290201,0.9774028833290201,CD8 Effector Memory
CD8 Effector Memory,28,NVP-BSK805 2HCl,DMSO control,JAK-STAT,-11.757119578412116,-0.33526809357191556,6.491115027565975e-32,9.087561038592364e-31,CD8 Effector Memory
CD8 Effector Memory,29,NVP-BSK805 2HCl,DMSO control,EGFR,11.333349433669705,0.331401749929493,8.970735410682943e-30,6.27951478747806e-29,CD8 Effector Memory
CD8 Effector Memory,30,NVP-BSK805 2HCl,DMSO control,MAPK,11.198896439042237,0.2947445075935593,4.128441146386536e-29,1.926605868313717e-28,CD8 Effector Memory
CD8 Effector Memory,31,NVP-BSK805 2HCl,DMSO control,NFkB,7.204406657509942,0.1929710343749187,5.829714156755768e-13,2.0403999548645188e-12,CD8 Effector Memory
CD8 Effector Memory,32,NVP-BSK805 2HCl,DMSO control,TGFb,7.157021111887383,0.1464086417484753,8.244900395676473e-13,2.308572110789412e-12,CD8 Effector Memory
CD8 Effector Memory,33,NVP-BSK805 2HCl,DMSO control,PI3K,5.431661262360298,0.14336993258528002,5.583182886840556e-08,1.3027426735961298e-07,CD8 Effector Memory
CD8 Effector Memory,34,NVP-BSK805 2HCl,DMSO control,Hypoxia,5.064981856032492,0.15568080501849257,4.084392506130334e-07,8.168785012260667e-07,CD8 Effector Memory
CD8 Effector Memory,35,NVP-BSK805 2HCl,DMSO control,TNFa,4.703096861491645,0.11059645533506446,2.5624477732342565e-06,4.484283603159949e-06,CD8 Effector Memory
CD8 Effector Memory,36,NVP-BSK805 2HCl,DMSO control,Estrogen,2.600910209815812,0.056403309204679175,0.009297678582365262,0.014463055572568186,CD8 Effector Memory
CD8 Effector Memory,37,NVP-BSK805 2HCl,DMSO control,WNT,2.204463557490338,0.0442255601840531,0.02749176012412852,0.03603920384871415,CD8 Effector Memory
CD8 Effector Memory,38,NVP-BSK805 2HCl,DMSO control,Androgen,2.1928731833645845,0.05667679340233667,0.028316517309703977,0.03603920384871415,CD8 Effector Memory
CD8 Effector Memory,39,NVP-BSK805 2HCl,DMSO control,VEGF,-1.5068999163315318,-0.03852084590511229,0.131836312910484,0.153809031728898,CD8 Effector Memory
CD8 Effector Memory,40,NVP-BSK805 2HCl,DMSO control,Trail,0.6988553394800502,0.0034689518417043708,0.48464244025690184,0.5219226279689712,CD8 Effector Memory
CD8 Effector Memory,41,NVP-BSK805 2HCl,DMSO control,p53,0.3968539445889293,0.007196169608367331,0.6914751681060772,0.6914751681060772,CD8 Effector Memory
CD8 Effector Memory,42,Gefitinib,DMSO control,VEGF,-4.3296306964156175,-0.10346655442572317,1.4935960615554999e-05,0.00010864113860741162,CD8 Effector Memory
CD8 Effector Memory,43,Gefitinib,DMSO control,TGFb,-4.321173426625847,-0.08776086964297078,1.552016265820166e-05,0.00010864113860741162,CD8 Effector Memory
CD8 Effector Memory,44,Gefitinib,DMSO control,Estrogen,-3.670032225271218,-0.07967122687516515,0.0002425198928651288,0.0011317595000372679,CD8 Effector Memory
CD8 Effector Memory,45,Gefitinib,DMSO control,p53,3.1490186912494744,0.06292420604954074,0.0016381971699341049,0.005733690094769367,CD8 Effector Memory
CD8 Effector Memory,46,Gefitinib,DMSO control,Androgen,-2.9267296406940013,-0.0721280517620555,0.003425465139376602,0.009591302390254486,CD8 Effector Memory
CD8 Effector Memory,47,Gefitinib,DMSO control,MAPK,-2.500848963064225,-0.06400087088750972,0.012389600456687005,0.02890906773226968,CD8 Effector Memory
CD8 Effector Memory,48,Gefitinib,DMSO control,WNT,2.2717483817050983,0.05049092134049016,0.023101712159338816,0.04620342431867763,CD8 Effector Memory
CD8 Effector Memory,49,Gefitinib,DMSO control,TNFa,2.0703282157930336,0.045310384575433904,0.03842161903755616,0.06723783331572328,CD8 Effector Memory
CD8 Effector Memory,50,Gefitinib,DMSO control,EGFR,-1.2385671607119941,-0.029690914149048453,0.2155058358555607,0.3166579213517924,CD8 Effector Memory
CD8 Effector Memory,51,Gefitinib,DMSO control,JAK-STAT,1.2102467356592197,0.020009073778446074,0.22618422953699457,0.3166579213517924,CD8 Effector Memory
CD8 Effector Memory,52,Gefitinib,DMSO control,Trail,0.7813945848600643,0.01528557446008938,0.43457045505753666,0.5530896700732285,CD8 Effector Memory
CD8 Effector Memory,53,Gefitinib,DMSO control,Hypoxia,-0.699016205610509,-0.021820074503741793,0.48454190328182944,0.5652988871621344,CD8 Effector Memory
CD8 Effector Memory,54,Gefitinib,DMSO control,NFkB,0.022526052372485218,-0.0020676245335551346,0.9820283304821925,0.9864227359723688,CD8 Effector Memory
CD8 Effector Memory,55,Gefitinib,DMSO control,PI3K,0.01701739826617478,0.007678575860725012,0.9864227359723688,0.9864227359723688,CD8 Effector Memory
CD8 Effector Memory,56,Ruxolitinib phosphate,DMSO control,EGFR,24.92920583182292,0.7118735613334006,3.5897119612860883e-137,5.025596745800523e-136,CD8 Effector Memory
CD8 Effector Memory,57,Ruxolitinib phosphate,DMSO control,MAPK,23.066698376533758,0.6019549492626213,1.0001168959463547e-117,7.000818271624484e-117,CD8 Effector Memory
CD8 Effector Memory,58,Ruxolitinib phosphate,DMSO control,PI3K,17.674903016404425,0.4636994473630308,6.54528754060758e-70,3.0544675189502046e-69,CD8 Effector Memory
CD8 Effector Memory,59,Ruxolitinib phosphate,DMSO control,TGFb,13.6511371429413,0.25914827526070205,1.987526873284305e-42,6.956344056495067e-42,CD8 Effector Memory
CD8 Effector Memory,60,Ruxolitinib phosphate,DMSO control,JAK-STAT,-10.898694305803899,-0.28663987232065224,1.1692304599077204e-27,3.273845287741617e-27,CD8 Effector Memory
CD8 Effector Memory,61,Ruxolitinib phosphate,DMSO control,Hypoxia,10.068809950190058,0.30693895167143737,7.589075882095198e-24,1.7707843724888796e-23,CD8 Effector Memory
CD8 Effector Memory,62,Ruxolitinib phosphate,DMSO control,NFkB,9.250820094570235,0.25133308965778145,2.22776752226452e-20,4.45553504452904e-20,CD8 Effector Memory
CD8 Effector Memory,63,Ruxolitinib phosphate,DMSO control,Androgen,7.93085456994212,0.18896548709391647,2.1764297127960987e-15,3.808751997393173e-15,CD8 Effector Memory
CD8 Effector Memory,64,Ruxolitinib phosphate,DMSO control,Estrogen,7.460003613953195,0.14988290158816708,8.652010696235988e-14,1.3458683305255981e-13,CD8 Effector Memory
CD8 Effector Memory,65,Ruxolitinib phosphate,DMSO control,TNFa,5.494587906770252,0.13254495180948833,3.9162381449937273e-08,5.482733402991218e-08,CD8 Effector Memory
CD8 Effector Memory,66,Ruxolitinib phosphate,DMSO control,p53,5.42268866264298,0.12258903460196624,5.8709197115007566e-08,7.472079632819145e-08,CD8 Effector Memory
CD8 Effector Memory,67,Ruxolitinib phosphate,DMSO control,WNT,-3.8385217636340934,-0.0700755816841378,0.00012377724504841127,0.00014440678588981316,CD8 Effector Memory
CD8 Effector Memory,68,Ruxolitinib phosphate,DMSO control,Trail,2.5342227302432363,0.04636657945235456,0.011269707443384661,0.012136608015952711,CD8 Effector Memory
CD8 Effector Memory,69,Ruxolitinib phosphate,DMSO control,VEGF,1.0133003224476846,0.018643142352692266,0.3109167335631763,0.3109167335631763,CD8 Effector Memory
CD8 Effector Memory,70,Gefitinib hydrochloride,DMSO control,Estrogen,-4.591059354861549,-0.10085466750494865,4.410018888812946e-06,6.174026444338124e-05,CD8 Effector Memory
CD8 Effector Memory,71,Gefitinib hydrochloride,DMSO control,TGFb,-3.4813380591669656,-0.07016121895290764,0.0004989153676631585,0.00349240757364211,CD8 Effector Memory
CD8 Effector Memory,72,Gefitinib hydrochloride,DMSO control,MAPK,-3.3202918971335396,-0.0811641944349768,0.0008992337279571183,0.004196424063799886,CD8 Effector Memory
CD8 Effector Memory,73,Gefitinib hydrochloride,DMSO control,VEGF,-2.8183670611520455,-0.06748069005845236,0.004826859437889747,0.016894008032614115,CD8 Effector Memory
CD8 Effector Memory,74,Gefitinib hydrochloride,DMSO control,WNT,2.6806320823255763,0.04589097192362923,0.0073483258488780115,0.02057531237685843,CD8 Effector Memory
CD8 Effector Memory,75,Gefitinib hydrochloride,DMSO control,EGFR,-2.456238253731782,-0.0660139977259957,0.014040003925826907,0.03276000916026278,CD8 Effector Memory
CD8 Effector Memory,76,Gefitinib hydrochloride,DMSO control,Hypoxia,-2.054712599082689,-0.061240043850655734,0.039906772305067645,0.07227210702609285,CD8 Effector Memory
CD8 Effector Memory,77,Gefitinib hydrochloride,DMSO control,TNFa,2.0405221532077227,0.03940029193194938,0.041298346872053054,0.07227210702609285,CD8 Effector Memory
CD8 Effector Memory,78,Gefitinib hydrochloride,DMSO control,p53,1.553830133081994,0.03136454463570981,0.12022494077202654,0.1870165745342635,CD8 Effector Memory
CD8 Effector Memory,79,Gefitinib hydrochloride,DMSO control,NFkB,1.4402828758554256,0.027442749632788255,0.14978738415017254,0.19735211559276164,CD8 Effector Memory
CD8 Effector Memory,80,Gefitinib hydrochloride,DMSO control,JAK-STAT,1.421875569603591,0.04342054591909483,0.15506237653716987,0.19735211559276164,CD8 Effector Memory
CD8 Effector Memory,81,Gefitinib hydrochloride,DMSO control,Androgen,-1.197766023731833,-0.035046655842363994,0.23100811777462915,0.2695094707370674,CD8 Effector Memory
CD8 Effector Memory,82,Gefitinib hydrochloride,DMSO control,PI3K,-0.8021155453381515,-0.013647022385184782,0.42248612348619985,0.45498505606206135,CD8 Effector Memory
CD8 Effector Memory,83,Gefitinib hydrochloride,DMSO control,Trail,-0.05300688254630636,-0.0028469342985975032,0.9577264239459998,0.9577264239459998,CD8 Effector Memory
CD8 Effector Memory,84,Erlotinib hydrochloride,DMSO control,Hypoxia,-10.241410250648112,-0.30278573406875653,1.2933719234115761e-24,1.8107206927762065e-23,CD8 Effector Memory
